Year;Qtr;Risk Class;Type;Car-years of Exposure;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury
2013;4;SSA;Commercial;1.627;56;228;520;573;35;1.231.006;442.336;442.627;1.843.045;201.459
2013;4;MML;Commercial;5.700;156;712;1.838;943;221;2.685.506;2.202.134;1.175.133;3.045.275;515.573
2013;4;LMH;Commercial;5.750;102;862;1.354;1.383;327;3.556.992;3.031.297;1.654.215;4.591.285;2.618.090
2013;4;SSL;Commercial;3.013;120;356;822;487;120;1.560.226;1.021.956;835.571;1.369.781;285.650
2013;4;SSH;Commercial;2.586;86;430;618;553;90;1.344.323;1.633.912;688.292;2.370.814;381.179
2013;4;MMH;Commercial;5.065;233;817;998;1.275;321;2.932.697;2.514.345;1.396.223;3.383.813;931.713
2013;4;SYA;Commercial;1.534;73;263;244;355;184;1.214.112;963.855;223.348;1.185.846;1.008.617
2013;4;LSH;Commercial;2.348;124;491;624;589;386;2.245.381;1.499.589;750.990;1.948.013;2.186.796
2013;4;SYH;Commercial;1.220;65;250;191;405;11;815.521;609.608;312.342;932.052;78.409
2013;4;MSH;Commercial;5.628;305;1.124;2.261;1.196;134;4.936.489;3.122.903;2.090.675;3.592.122;686.811
2013;4;SMH;Commercial;2.428;104;473;803;687;112;1.431.741;1.658.741;611.094;2.529.476;286.423
2014;1;SML;Commercial;6.278;45;798;439;1.321;179;547.230;1.296.727;655.629;2.445.412;599.372
2014;1;LSL;Commercial;796;4;87;108;143;19;80.366;247.959;126.934;462.967;114.713
2014;1;MYA;Commercial;895;19;128;119;283;32;221.313;412.058;123.434;907.593;180.684
2014;1;SMA;Commercial;6.243;40;628;835;1.033;199;758.953;2.269.330;733.492;3.656.178;1.189.420
2014;1;MSL;Commercial;2.740;31;251;352;384;82;645.297;734.888;464.697;1.351.475;239.155
2014;1;LYL;Commercial;1.069;24;113;185;176;49;470.918;333.936;224.356;627.397;286.511
2014;1;LSA;Commercial;7.274;108;910;787;1.467;260;2.658.212;2.318.449;643.855;4.169.458;2.440.519
2014;1;LMA;Commercial;6.644;204;677;869;1.096;203;3.464.637;1.627.900;814.795;3.667.490;1.121.189
2014;1;SYL;Commercial;863;32;89;119;116;43;375.312;245.118;95.010;381.320;177.652
2014;1;MYL;Commercial;613;23;74;128;107;25;325.230;231.161;88.132;358.128;121.788
2014;1;MYH;Commercial;1.722;56;196;342;339;52;1.128.990;837.287;413.144;1.078.383;300.618
2014;1;LML;Commercial;6.827;53;709;1.442;1.127;257;900.420;1.283.010;1.285.477;2.412.252;1.253.492
2014;1;MSA;Commercial;4.876;81;605;822;1.124;240;1.503.198;1.860.033;1.047.527;3.618.959;995.894
2014;1;LYA;Commercial;1.416;43;169;218;232;75;829.625;474.581;177.297;740.635;628.719
2014;1;MMA;Commercial;7.136;218;873;1.360;1.446;326;2.835.547;2.677.406;1.488.911;5.005.428;3.456.077
2014;1;LYH;Commercial;973;33;122;134;204;57;591.814;372.218;170.384;627.720;415.977
2014;1;SSA;Commercial;1.690;55;214;415;388;77;1.241.196;397.220;348.134;1.392.749;490.767
2014;1;MML;Commercial;5.799;148;758;1.584;1.049;234;2.227.009;2.161.493;885.273;3.685.136;518.129
2014;1;LMH;Commercial;5.848;98;831;1.384;1.425;307;3.116.062;2.729.004;563.248;5.582.434;2.533.746
2014;1;SSL;Commercial;3.097;107;332;863;477;116;1.334.197;918.180;726.149;1.529.002;316.375
2014;1;SSH;Commercial;2.668;77;404;568;546;90;1.143.253;1.534.022;572.500;2.436.810;366.408
2014;1;MMH;Commercial;5.203;212;785;830;1.271;309;2.475.302;2.235.381;1.042.546;3.765.378;875.539
2014;1;SYA;Commercial;1.561;69;244;312;355;47;1.114.399;898.131;285.763;1.220.092;270.797
2014;1;LSH;Commercial;2.415;115;456;526;804;158;2.064.725;1.402.175;650.686;2.746.518;1.010.751
2014;1;SYH;Commercial;1.251;58;235;175;376;11;591.191;528.778;331.202;1.027.681;63.706
2014;1;MSH;Commercial;5.725;291;1.048;1.152;1.352;191;4.489.702;2.787.097;1.090.300;4.379.158;1.045.823
2014;1;SMH;Commercial;2.469;98;462;997;855;145;1.245.726;1.610.279;669.706;3.140.399;406.608
2014;2;SML;Commercial;6.219;43;784;449;1.220;180;616.904;1.222.474;570.802;1.988.767;636.393
2014;2;LSL;Commercial;798;4;77;154;130;20;97.816;219.539;196.764;339.764;117.687
2014;2;MYA;Commercial;890;20;130;316;333;23;194.395;447.664;302.547;1.010.487;123.567
2014;2;SMA;Commercial;6.214;39;624;2.119;1.069;151;653.629;2.538.621;1.754.498;3.475.278;872.378
2014;2;MSL;Commercial;2.692;30;238;942;355;75;612.859;680.283;2.214.489;1.141.450;232.558
2014;2;LYL;Commercial;1.065;24;108;202;162;47;492.217;331.645;244.064;524.121;262.540
2014;2;LSA;Commercial;7.190;111;891;652;1.368;267;2.993.241;2.302.088;535.273;3.493.714;2.418.875
2014;2;LMA;Commercial;6.609;208;701;1.150;1.642;534;3.187.022;1.733.120;1.014.396;5.082.309;2.886.728
2014;2;SYL;Commercial;857;33;84;125;107;40;412.045;234.811;91.178;296.419;145.072
2014;2;MYL;Commercial;609;23;74;134;94;25;323.328;214.731;82.751;289.607;111.432
2014;2;MYH;Commercial;1.713;54;183;96;234;40;1.028.353;832.044;106.558;701.571;233.024
2014;2;LML;Commercial;6.834;58;624;2.158;982;249;844.869;1.153.211;1.740.129;1.674.670;1.277.944
2014;2;MSA;Commercial;4.911;78;576;859;996;228;1.577.452;1.670.520;949.128;2.774.383;983.272
2014;2;LYA;Commercial;1.399;43;167;243;234;71;908.342;482.969;221.836;704.909;626.941
2014;2;MMA;Commercial;7.082;216;837;1.670;1.301;312;2.941.673;2.496.255;2.131.412;4.120.764;3.300.184
2014;2;LYH;Commercial;967;33;121;149;186;50;518.960;373.890;149.760;556.928;406.826
2014;2;SSA;Commercial;1.682;55;213;156;502;226;1.038.287;402.359;124.054;1.669.560;1.412.291
2014;2;MML;Commercial;5.763;146;647;1.892;840;241;2.183.418;1.867.300;934.166;2.517.780;461.812
2014;2;LMH;Commercial;5.785;97;786;1.398;1.241;279;3.495.967;2.711.620;1.019.420;4.164.571;2.503.698
2014;2;SSL;Commercial;3.074;111;330;899;460;122;1.300.578;988.439;731.881;1.378.666;300.746
2014;2;SSH;Commercial;2.669;84;404;827;543;92;1.225.650;1.526.136;1.425.770;2.185.372;369.199
2014;2;MMH;Commercial;5.144;216;778;934;1.175;275;2.619.016;2.193.203;928.483;3.294.662;833.238
2014;2;SYA;Commercial;1.554;68;241;557;476;91;1.000.798;927.123;471.030;1.653.972;507.464
2014;2;LSH;Commercial;2.403;111;450;636;657;176;1.881.038;1.406.401;720.868;2.273.802;1.049.215
2014;2;SYH;Commercial;1.240;59;236;185;383;9;788.409;578.699;258.629;961.619;70.463
2014;2;MSH;Commercial;5.695;295;1.023;1.352;1.339;134;4.018.559;2.907.597;1.175.317;4.153.882;742.754
2014;2;SMH;Commercial;2.517;104;454;1.028;733;118;1.349.066;1.420.952;671.439;2.472.979;312.220
2014;3;SML;Commercial;6.424;45;817;442;1.325;202;830.170;1.307.280;643.395;2.247.921;633.760
2014;3;LSL;Commercial;832;4;73;270;116;17;128.497;215.570;456.620;312.634;104.080
2014;3;MYA;Commercial;921;20;137;169;370;25;238.056;425.735;167.989;1.072.162;128.690
2014;3;SMA;Commercial;6.431;43;670;384;1.166;163;833.479;2.420.335;342.343;3.770.423;913.301
2014;3;MSL;Commercial;2.759;29;255;838;375;78;685.393;768.832;1.924.126;1.209.073;238.815
2014;3;LYL;Commercial;1.104;26;118;213;175;49;544.543;357.441;249.413;596.728;291.867
2014;3;LSA;Commercial;7.427;113;985;720;1.520;281;3.026.115;2.542.277;1.176.183;3.758.996;2.595.635
2014;3;LMA;Commercial;6.837;226;712;886;1.266;170;3.899.521;1.674.861;845.834;3.882.566;911.643
2014;3;SYL;Commercial;887;32;95;142;122;45;420.273;259.695;129.740;357.815;180.781
2014;3;MYL;Commercial;631;23;78;151;102;26;337.163;229.113;106.011;313.520;117.586
2014;3;MYH;Commercial;1.773;58;212;436;402;44;1.295.924;899.578;525.756;1.197.786;245.995
2014;3;LML;Commercial;7.096;57;650;3.291;966;249;953.177;1.179.301;4.758.666;1.723.535;1.279.927
2014;3;MSA;Commercial;5.034;77;619;858;1.065;229;1.707.171;1.829.406;1.131.687;3.027.514;1.010.953
2014;3;LYA;Commercial;1.444;45;174;257;240;72;987.896;509.763;252.748;777.083;613.873
2014;3;MMA;Commercial;7.313;223;898;1.677;1.432;318;3.101.994;2.623.862;1.976.045;4.574.844;3.409.277
2014;3;LYH;Commercial;1.000;35;138;168;204;52;591.984;433.556;208.330;564.611;422.123
2014;3;SSA;Commercial;1.740;56;215;267;261;96;1.304.846;395.287;229.511;819.466;595.775
2014;3;MML;Commercial;5.962;146;651;2.154;856;228;2.244.099;1.902.144;1.288.524;2.717.927;565.017
2014;3;LMH;Commercial;5.980;95;879;1.490;1.426;310;3.206.162;2.929.829;1.470.356;4.883.330;2.650.679
2014;3;SSL;Commercial;3.170;116;360;939;541;116;1.451.105;1.007.012;829.240;1.554.736;323.665
2014;3;SSH;Commercial;2.767;86;438;716;576;93;1.281.458;1.629.765;827.305;2.491.470;407.308
2014;3;MMH;Commercial;5.292;227;851;1.035;1.349;300;2.748.740;2.485.210;1.106.707;3.675.363;901.446
2014;3;SYA;Commercial;1.608;73;266;449;411;39;1.281.042;926.864;413.154;1.346.421;231.721
2014;3;LSH;Commercial;2.486;121;498;965;707;277;2.296.028;1.447.116;1.170.539;2.289.610;1.704.628
2014;3;SYH;Commercial;1.274;58;263;225;452;11;604.614;627.920;328.762;1.060.290;73.062
2014;3;MSH;Commercial;5.892;299;1.149;2.429;1.796;631;5.094.874;3.035.980;2.263.750;5.285.320;3.525.899
2014;3;SMH;Commercial;2.680;115;491;968;768;141;1.499.067;1.645.754;740.811;2.887.291;372.201
2014;4;SML;Commercial;6.404;52;776;413;1.276;203;833.830;1.332.543;672.590;2.106.654;662.086
2014;4;LSL;Commercial;822;4;73;186;118;19;124.425;211.973;295.737;411.217;110.607
2014;4;MYA;Commercial;914;20;133;57;362;24;219.238;439.150;59.636;1.173.712;125.788
2014;4;SMA;Commercial;6.378;43;671;970;943;160;799.050;2.523.084;901.285;3.237.886;845.996
2014;4;MSL;Commercial;2.733;30;261;447;389;78;616.102;834.205;782.894;1.325.852;235.839
2014;4;LYL;Commercial;1.094;27;115;219;167;48;563.991;359.966;364.280;612.009;284.164
2014;4;LSA;Commercial;7.356;114;874;720;1.501;277;3.040.258;2.436.533;1.376.176;3.759.534;2.618.653
2014;4;LMA;Commercial;6.780;219;705;2.038;1.923;169;3.459.295;1.769.832;1.989.834;6.125.866;835.220
2014;4;SYL;Commercial;879;36;97;127;118;42;422.216;266.090;128.993;401.748;173.268
2014;4;MYL;Commercial;625;24;77;136;105;26;361.373;225.676;106.142;353.393;125.244
2014;4;MYH;Commercial;1.758;58;202;100;486;43;1.167.155;877.844;124.226;1.590.631;223.407
2014;4;LML;Commercial;6.931;59;647;2.143;1.011;237;941.591;1.227.233;2.477.464;2.068.122;1.237.796
2014;4;MSA;Commercial;4.858;83;576;960;1.074;220;1.787.315;1.828.788;1.674.214;3.263.110;1.010.171
2014;4;LYA;Commercial;1.438;46;171;218;233;74;969.834;513.654;202.228;766.056;636.805
2014;4;MMA;Commercial;7.253;226;899;1.453;1.384;316;3.217.107;2.720.924;1.873.695;4.869.933;3.530.333
2014;4;LYH;Commercial;998;37;126;163;203;56;667.698;394.962;241.506;593.807;432.491
2014;4;SSA;Commercial;1.726;59;218;523;577;45;1.229.194;426.090;452.942;1.974.076;243.921
2014;4;MML;Commercial;5.921;158;713;1.822;900;233;2.467.625;2.160.104;1.195.780;3.137.102;514.706
2014;4;LMH;Commercial;5.919;100;824;1.303;1.380;299;3.484.073;2.860.826;1.696.273;4.926.494;2.777.556
2014;4;SSL;Commercial;3.160;117;350;869;494;121;1.429.274;1.001.021;916.094;1.455.280;284.472
2014;4;SSH;Commercial;2.764;89;415;646;578;94;1.321.863;1.620.523;749.970;2.587.957;385.477
2014;4;MMH;Commercial;5.251;235;813;1.003;1.232;315;2.824.005;2.313.501;1.449.550;3.775.951;913.389
2014;4;SYA;Commercial;1.595;72;253;238;490;194;1.129.016;975.155;223.491;1.738.611;1.057.504
2014;4;LSH;Commercial;2.466;121;456;621;598;413;2.244.227;1.419.391;785.322;2.135.063;2.278.423
2014;4;SYH;Commercial;1.261;64;245;190;398;10;777.391;603.749;331.400;983.138;72.299
2014;4;MSH;Commercial;5.843;308;1.104;2.197;1.166;140;4.681.968;2.990.616;2.153.047;3.763.974;745.662
2014;4;SMH;Commercial;2.722;108;484;860;774;125;1.476.635;1.687.697;667.894;2.768.804;324.481
2015;1;SML;Commercial;6.415;37;809;417;1.260;180;532.193;1.269.326;611.695;2.182.206;617.629
2015;1;LSL;Commercial;816;4;93;115;161;20;116.346;269.941;146.796;497.422;123.286
2015;1;MYA;Commercial;910;20;130;55;255;23;217.243;427.615;57.089;771.341;136.688
2015;1;SMA;Commercial;6.348;39;635;373;1.231;695;723.492;2.453.999;333.767;3.998.318;4.343.833
2015;1;MSL;Commercial;2.710;28;258;381;415;75;584.680;767.582;489.101;1.486.845;235.452
2015;1;LYL;Commercial;1.090;26;110;218;192;47;544.814;349.977;265.713;725.138;280.046
2015;1;LSA;Commercial;7.287;101;907;644;1.670;269;2.600.796;2.376.228;1.043.428;4.408.096;2.578.884
2015;1;LMA;Commercial;6.748;209;697;1.189;995;949;3.503.139;1.636.227;1.134.427;3.076.403;5.563.422
2015;1;SYL;Commercial;873;33;91;118;124;42;397.852;262.913;105.047;406.704;170.018
2015;1;MYL;Commercial;622;23;78;118;108;25;321.008;236.390;84.735;379.296;118.289
2015;1;MYH;Commercial;1.749;56;205;614;239;133;1.164.399;884.661;740.844;716.154;843.899
2015;1;LML;Commercial;6.810;53;862;1.412;1.443;264;830.775;1.628.403;1.202.392;2.978.912;1.382.644
2015;1;MSA;Commercial;4.888;74;619;931;1.296;219;1.544.706;1.854.752;1.197.616;4.107.173;1.005.295
2015;1;LYA;Commercial;1.436;43;174;240;247;75;913.799;518.986;221.978;779.484;627.206
2015;1;MMA;Commercial;7.212;212;886;1.365;1.527;327;2.837.115;2.719.752;1.453.691;5.298.551;3.425.592
2015;1;LYH;Commercial;993;34;119;160;222;54;552.264;365.169;168.529;720.953;442.019
2015;1;SSA;Commercial;1.717;58;209;99;427;261;1.212.041;375.607;85.200;1.421.364;1.768.204
2015;1;MML;Commercial;5.887;148;714;1.526;939;239;2.016.036;2.106.384;950.601;3.193.604;546.595
2015;1;LMH;Commercial;5.853;89;813;1.458;1.549;281;3.203.618;2.850.460;1.390.385;5.795.555;2.730.402
2015;1;SSL;Commercial;3.145;107;325;1.023;497;109;1.259.052;1.011.281;897.981;1.569.126;294.108
2015;1;SSH;Commercial;2.764;82;418;606;591;95;1.225.273;1.638.489;572.997;2.605.807;381.843
2015;1;MMH;Commercial;5.222;211;763;940;1.341;275;2.439.996;2.263.284;1.107.247;4.105.341;830.013
2015;1;SYA;Commercial;1.587;69;234;118;365;39;1.119.862;856.041;108.063;1.267.586;237.076
2015;1;LSH;Commercial;2.454;115;453;141;789;437;2.152.072;1.344.541;173.271;2.728.225;2.831.756
2015;1;SYH;Commercial;1.257;57;213;180;404;10;717.749;544.214;306.037;1.086.128;61.978
2015;1;MSH;Commercial;5.815;290;1.029;1.734;1.070;137;4.330.306;2.775.723;1.630.924;3.315.407;822.586
2015;1;SMH;Commercial;2.731;107;509;1.146;1.003;139;1.404.541;1.716.861;741.129;3.896.929;395.580
2015;2;SML;Commercial;6.363;45;807;447;1.303;185;570.441;1.323.072;616.907;2.307.844;622.340
2015;2;LSL;Commercial;818;4;73;175;123;20;84.230;227.364;226.002;345.474;105.485
2015;2;MYA;Commercial;905;20;137;264;377;36;204.024;460.852;244.722;1.063.041;182.080
2015;2;SMA;Commercial;6.320;42;616;376;905;255;693.156;2.409.739;312.222;2.848.193;1.399.288
2015;2;MSL;Commercial;2.670;29;239;733;355;71;656.813;736.837;1.384.247;1.099.042;222.715
2015;2;LYL;Commercial;1.079;25;116;239;169;45;547.849;346.681;264.768;551.754;252.385
2015;2;LSA;Commercial;7.207;110;922;751;1.551;272;3.059.875;2.415.762;1.208.787;3.464.169;2.710.786
2015;2;LMA;Commercial;6.713;208;671;1.126;927;167;3.083.377;1.709.922;999.925;2.766.485;874.165
2015;2;SYL;Commercial;869;31;95;133;122;42;402.242;261.996;106.835;358.422;173.438
2015;2;MYL;Commercial;619;22;78;134;105;25;304.936;236.702;92.010;329.959;123.306
2015;2;MYH;Commercial;1.740;55;196;379;522;43;1.065.993;898.857;425.540;1.511.926;235.616
2015;2;LML;Commercial;6.846;55;726;2.251;1.117;268;899.665;1.322.222;1.888.371;1.790.510;1.311.770
2015;2;MSA;Commercial;4.928;74;595;1.395;1.052;222;1.655.489;1.796.082;3.476.946;2.856.424;991.315
2015;2;LYA;Commercial;1.418;46;181;263;245;75;997.566;554.961;284.390;794.967;644.524
2015;2;MMA;Commercial;7.163;217;887;1.826;1.433;322;3.032.840;2.662.676;2.455.859;4.487.224;3.479.336
2015;2;LYH;Commercial;987;36;127;259;204;52;605.138;400.305;510.454;577.751;388.707
2015;2;SSA;Commercial;1.709;56;213;334;338;123;1.107.114;424.616;266.639;1.034.026;746.367
2015;2;MML;Commercial;5.841;143;632;1.822;845;229;2.214.823;1.913.212;1.026.001;2.634.501;546.432
2015;2;LMH;Commercial;5.785;92;821;1.760;1.390;301;3.216.359;2.835.663;1.682.642;4.453.535;2.752.889
2015;2;SSL;Commercial;3.126;112;355;1.544;524;116;1.427.800;1.018.899;1.997.114;1.533.495;339.014
2015;2;SSH;Commercial;2.752;87;435;936;582;95;1.307.854;1.658.226;1.683.181;2.575.825;403.179
2015;2;MMH;Commercial;5.158;217;824;1.066;1.376;287;2.729.819;2.415.499;1.127.098;3.599.744;871.878
2015;2;SYA;Commercial;1.580;72;257;91;447;227;1.076.105;968.361;78.265;1.426.410;1.328.268
2015;2;LSH;Commercial;2.442;123;485;566;847;63;2.006.802;1.525.305;638.162;2.669.108;377.392
2015;2;SYH;Commercial;1.249;56;261;208;468;10;633.082;618.564;279.943;1.088.115;55.914
2015;2;MSH;Commercial;5.786;297;1.107;1.790;2.122;154;4.321.241;3.167.260;1.550.675;6.078.977;839.997
2015;2;SMH;Commercial;2.776;110;515;1.273;828;138;1.434.878;1.824.498;824.410;2.932.089;402.547
2015;3;SML;Commercial;6.589;48;816;477;1.468;197;857.101;1.441.715;728.807;2.370.103;697.911
2015;3;LSL;Commercial;851;4;69;244;117;18;81.990;216.429;484.488;385.158;96.505
2015;3;MYA;Commercial;938;20;134;110;246;25;242.389;448.798;106.720;761.419;140.113
2015;3;SMA;Commercial;6.545;53;676;487;1.868;982;1.143.311;2.585.396;418.677;6.117.511;5.647.806
2015;3;MSL;Commercial;2.748;28;256;606;395;68;570.684;776.705;1.151.511;1.235.541;231.253
2015;3;LYL;Commercial;1.116;27;116;227;170;44;541.538;371.058;261.803;622.469;278.154
2015;3;LSA;Commercial;7.446;103;920;752;1.556;268;2.923.515;2.612.370;1.419.987;3.807.179;2.735.529
2015;3;LMA;Commercial;6.950;214;699;406;1.009;300;3.866.865;1.783.158;366.720;3.063.713;1.611.995
2015;3;SYL;Commercial;904;33;97;143;123;40;397.218;276.094;136.984;379.921;169.928
2015;3;MYL;Commercial;643;22;78;151;112;25;326.030;239.999;122.551;350.873;105.425
2015;3;MYH;Commercial;1.802;62;201;102;250;142;1.433.460;888.489;117.983;780.904;806.209
2015;3;LML;Commercial;7.119;60;643;2.572;967;239;994.681;1.268.848;2.426.410;1.750.047;1.204.373
2015;3;MSA;Commercial;5.064;75;584;1.072;1.075;207;1.735.078;1.881.840;1.592.834;3.239.665;926.948
2015;3;LYA;Commercial;1.465;48;175;258;251;83;1.014.093;546.224;237.277;824.180;663.675
2015;3;MMA;Commercial;7.406;223;919;1.739;1.435;324;3.212.152;2.839.949;2.290.419;4.922.922;3.656.262
2015;3;LYH;Commercial;1.022;35;132;190;218;55;668.242;426.702;316.308;623.519;443.673
2015;3;SSA;Commercial;1.770;59;222;378;304;46;1.394.600;440.119;303.061;992.213;271.707
2015;3;MML;Commercial;6.045;147;676;2.120;882;228;2.163.350;2.095.568;1.225.556;2.832.851;506.639
2015;3;LMH;Commercial;5.982;86;840;1.618;1.404;284;3.153.510;2.946.176;2.105.047;5.005.610;2.764.165
2015;3;SSL;Commercial;3.234;116;365;1.131;566;103;1.455.704;1.063.845;1.241.830;1.579.824;302.155
2015;3;SSH;Commercial;2.856;93;439;727;621;94;1.396.857;1.747.566;968.731;2.707.197;381.493
2015;3;MMH;Commercial;5.306;232;876;1.041;1.334;310;2.835.903;2.486.885;1.218.825;4.030.417;912.887
2015;3;SYA;Commercial;1.636;72;269;653;358;40;1.297.113;1.053.375;567.028;1.212.107;238.022
2015;3;LSH;Commercial;2.529;122;474;1.005;863;461;2.567.171;1.498.311;1.175.264;2.937.291;2.761.747
2015;3;SYH;Commercial;1.285;64;273;240;454;8;757.620;689.504;380.866;1.039.868;49.340
2015;3;MSH;Commercial;5.990;311;1.126;831;1.936;168;5.384.557;3.098.997;753.994;5.959.062;968.225
2015;3;SMH;Commercial;2.929;108;527;1.196;894;147;1.420.180;1.887.133;951.774;3.166.928;398.023
2015;4;SML;Commercial;6.593;45;853;439;1.456;194;668.218;1.458.838;702.657;2.321.716;665.901
2015;4;LSL;Commercial;839;4;73;176;121;17;124.538;229.587;306.619;401.440;101.369
2015;4;MYA;Commercial;930;21;141;197;376;91;219.443;521.237;217.264;1.156.791;511.884
2015;4;SMA;Commercial;6.492;47;677;1.166;922;162;830.059;2.890.231;1.121.733;3.092.529;977.554
2015;4;MSL;Commercial;2.720;29;247;519;360;72;716.271;781.670;1.097.187;1.333.260;245.708
2015;4;LYL;Commercial;1.105;28;121;254;178;47;514.210;379.921;447.100;691.920;276.535
2015;4;LSA;Commercial;7.389;108;928;723;1.531;278;3.328.575;2.473.058;1.362.237;3.954.438;2.618.719
2015;4;LMA;Commercial;6.892;209;702;405;1.181;316;3.162.951;1.864.051;398.648;3.756.268;1.681.741
2015;4;SYL;Commercial;897;33;100;134;132;43;400.896;287.959;152.363;426.508;176.572
2015;4;MYL;Commercial;639;25;84;130;116;25;352.874;248.108;115.402;383.882;107.934
2015;4;MYH;Commercial;1.787;56;214;247;393;44;1.046.496;1.028.318;314.394;1.214.209;255.916
2015;4;LML;Commercial;6.945;60;657;2.007;994;225;937.189;1.308.241;2.209.301;2.143.525;1.194.616
2015;4;MSA;Commercial;4.872;83;592;1.010;1.069;221;2.101.700;1.844.783;1.852.634;3.418.558;940.911
2015;4;LYA;Commercial;1.463;46;184;229;258;78;989.505;572.698;227.761;887.279;696.057
2015;4;MMA;Commercial;7.348;225;915;1.508;1.432;311;3.220.671;2.994.588;2.152.805;5.238.749;3.633.028
2015;4;LYH;Commercial;1.017;35;131;175;199;53;649.514;404.889;285.013;606.969;351.418
2015;4;SSA;Commercial;1.755;56;225;179;633;251;1.153.540;472.197;158.646;2.101.131;1.616.602
2015;4;MML;Commercial;6.000;139;685;1.741;888;222;2.211.451;2.146.362;1.192.867;3.151.717;528.273
2015;4;LMH;Commercial;5.924;96;823;1.315;1.391;271;3.598.362;2.948.620;1.779.326;5.295.628;2.856.462
2015;4;SSL;Commercial;3.216;123;375;949;560;104;1.512.118;1.153.265;996.106;1.680.248;328.693
2015;4;SSH;Commercial;2.862;92;454;640;634;87;1.424.545;1.791.460;797.357;2.777.756;370.096
2015;4;MMH;Commercial;5.257;245;856;931;1.313;284;3.018.539;2.509.622;1.452.691;3.986.578;915.654
2015;4;SYA;Commercial;1.623;71;254;423;291;44;1.116.716;1.025.680;407.897;988.298;261.128
2015;4;LSH;Commercial;2.508;116;494;507;1.126;355;1.903.622;1.603.985;650.700;3.606.287;2.206.252
2015;4;SYH;Commercial;1.278;64;265;230;445;11;745.729;666.869;427.287;1.134.848;47.587
2015;4;MSH;Commercial;5.941;298;1.147;1.008;1.774;143;4.155.425;3.477.264;1.005.929;5.402.824;814.334
2015;4;SMH;Commercial;2.955;114;543;979;881;139;1.533.490;1.917.296;801.584;3.448.025;415.028
2016;1;SML;Commercial;6.798;42;851;487;1.421;192;577.447;1.485.701;858.321;2.485.373;665.341
2016;1;LSL;Commercial;860;4;90;124;144;20;68.815;290.074;189.727;540.264;120.795
2016;1;MYA;Commercial;951;21;141;109;254;71;214.727;450.656;120.510;740.906;388.885
2016;1;SMA;Commercial;6.636;44;684;2.021;1.147;875;744.053;2.549.073;1.992.356;3.738.190;5.279.032
2016;1;MSL;Commercial;2.771;29;257;376;410;73;637.277;853.013;556.790;1.520.987;238.916
2016;1;LYL;Commercial;1.126;25;121;204;195;52;523.420;389.969;264.344;721.654;295.422
2016;1;LSA;Commercial;7.510;106;941;647;1.759;271;2.997.823;2.581.157;973.539;4.789.362;2.721.267
2016;1;LMA;Commercial;7.043;230;725;590;1.413;313;3.475.122;1.761.035;622.400;4.367.002;1.806.169
2016;1;SYL;Commercial;916;33;103;124;136;44;385.086;306.184;121.467;451.563;199.751
2016;1;MYL;Commercial;654;24;86;120;117;26;356.853;276.523;102.445;410.170;130.341
2016;1;MYH;Commercial;1.826;58;207;425;470;45;1.142.803;904.901;566.201;1.410.090;272.306
2016;1;LML;Commercial;7.040;57;741;1.566;1.193;258;871.733;1.490.153;1.515.448;2.692.792;1.332.662
2016;1;MSA;Commercial;5.009;75;640;899;1.316;233;1.721.001;2.050.311;1.275.078;4.549.523;1.066.241
2016;1;LYA;Commercial;1.504;46;193;269;270;97;1.048.684;612.889;235.040;956.311;695.414
2016;1;MMA;Commercial;7.501;230;952;1.421;1.650;360;3.219.913;3.002.125;1.590.620;5.938.654;3.850.667
2016;1;LYH;Commercial;1.037;37;134;151;248;52;602.512;428.842;196.948;785.725;398.152
2016;1;SSA;Commercial;1.794;59;227;786;605;44;1.186.983;430.484;745.775;1.916.321;297.486
2016;1;MML;Commercial;6.131;142;737;1.556;1.018;250;2.323.777;2.369.754;1.078.090;3.571.934;633.810
2016;1;LMH;Commercial;6.011;93;887;1.455;1.753;284;3.474.225;3.135.563;1.362.424;6.756.316;2.969.978
2016;1;SSL;Commercial;3.275;121;373;968;572;133;1.587.190;1.130.772;881.610;1.772.353;373.370
2016;1;SSH;Commercial;2.938;94;452;599;640;92;1.357.346;1.828.606;613.321;3.181.406;404.701
2016;1;MMH;Commercial;5.349;232;856;868;1.569;303;2.897.415;2.670.348;1.125.484;4.577.301;909.696
2016;1;SYA;Commercial;1.659;77;274;96;273;40;1.177.479;983.153;97.489;902.623;256.883
2016;1;LSH;Commercial;2.563;126;506;788;606;66;2.089.080;1.514.101;1.054.713;1.979.154;435.226
2016;1;SYH;Commercial;1.319;65;273;203;490;8;840.340;687.390;316.629;1.301.929;37.320
2016;1;MSH;Commercial;6.071;312;1.134;2.423;861;418;4.631.802;3.088.849;2.493.977;2.555.120;2.512.634
2016;1;SMH;Commercial;3.022;114;575;1.200;1.291;172;1.492.522;2.107.315;869.035;5.318.186;529.735
2016;2;SML;Commercial;6.756;47;830;446;1.438;202;751.823;1.509.609;628.443;2.388.308;721.899
2016;2;LSL;Commercial;858;4;73;168;117;18;105.477;227.384;259.905;362.090;116.062
2016;2;MYA;Commercial;947;22;133;76;365;141;223.126;414.433;63.268;1.149.486;761.405
2016;2;SMA;Commercial;6.610;50;686;395;978;165;867.513;2.432.712;291.818;3.256.213;905.732
